MAYO_blue	MAYO_greenyellow	MAYO_lightcyan	MAYO_midnightblue	MAYO_purple	MAYO_turquoise	ROSMAP_green	ROSMAP_purple	ROSMAP_turquoise	count	cross	neglogSum
Calmodulin induced events_Reactome	0	0	0	0	0	6.15236125159241	0	0	6.96738037424473	2	TRUE	13.1197416258371
CaM pathway_Reactome	0	0	0	0	0	6.15236125159241	0	0	6.96738037424473	2	TRUE	13.1197416258371
cell cycle: g2/m checkpoint_BioCarta	0	0	0	0	0	4.52578739789071	0	0	8.5811102182757	2	TRUE	13.1068976161664
endocytotic role of ndk phosphins and dynamin_BioCarta	0	0	0	0	0	5.27499879921548	0	0	7.79333789078254	2	TRUE	13.068336689998
DDX58/IFIH1-mediated induction of interferon-alpha/beta_Reactome	0	0	0	0	0	5.41367267094861	0	0	7.63592851306739	2	TRUE	13.049601184016
MET in type 1 papillary renal cell carcinoma_Wikipathways	0	0	0	0	0	5.39972587825897	0	0	7.62328770465238	2	TRUE	13.0230135829114
Hedgehog_NetPath	0	0	0	0	0	8.41086545727949	0	0	4.60288766162583	2	TRUE	13.0137531189053
Renin secretion_KEGG	0	0	0	0	0	5.38546054964742	0	0	7.61811275473752	2	TRUE	13.0035733043849
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages_BioCarta	0	0	0	0	0	7.24249451885639	0	0	5.75811512207351	2	TRUE	13.0006096409299
Fc-epsilon receptor I signaling in mast cells_PID	0	0	0	0	0	7.37006780593213	0	0	5.57724006906863	2	TRUE	12.9473078750008
Regulation of nuclear SMAD2/3 signaling_PID	0	0	0	0	0	6.24849927203918	0	0	6.69861624106362	2	TRUE	12.9471155131028
integrin signaling pathway_BioCarta	0	0	0	0	0	6.69129844856639	0	0	6.24168031545446	2	TRUE	12.9329787640208
Oncostatin M Signaling Pathway_Wikipathways	0	0	0	0	0	6.31019527597654	0	0	6.57689980366323	2	TRUE	12.8870950796398
Hedgehog ,off, state_Reactome	0	0	0	0	0	7.11711419069936	0	0	5.75694105874276	2	TRUE	12.8740552494421
Signaling by RAS mutants_Reactome	0	0	0	0	0	5.31660229516694	0	0	7.54164023616894	2	TRUE	12.8582425313359
Golgi-to-ER retrograde transport_Reactome	0	0	0	0	0	6.33577908905431	0	0	6.49439770535481	2	TRUE	12.8301767944091
Prolactin Signaling Pathway_Wikipathways	0	0	0	0	0	7.50346680183972	0	0	5.223983012826	2	TRUE	12.7274498146657
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits_Reactome	0	0	0	0	0	6.73300302156025	0	0	5.98824165383554	2	TRUE	12.7212446753958
Activation of G protein gated Potassium channels_Reactome	0	0	0	0	0	6.73300302156025	0	0	5.98824165383554	2	TRUE	12.7212446753958
G protein gated Potassium channels_Reactome	0	0	0	0	0	6.73300302156025	0	0	5.98824165383554	2	TRUE	12.7212446753958
FGF_INOH	0	0	0	0	0	7.63304446026161	0	0	5.06083243915843	2	TRUE	12.69387689942
TRIF(TICAM1)-mediated TLR4 signaling _Reactome	0	0	0	0	0	7.93854966256773	0	0	4.75048047629304	2	TRUE	12.6890301388608
MyD88-independent TLR4 cascade _Reactome	0	0	0	0	0	7.93854966256773	0	0	4.75048047629304	2	TRUE	12.6890301388608
rRNA processing_Reactome	5.41767571527045	0	0	0	0	0	7.26048675238917	0	0	2	TRUE	12.6781624676596
Lysosome Vesicle Biogenesis_Reactome	0	0	0	0	0	4.58660129049193	0	0	8.06554159972734	2	TRUE	12.6521428902193
Regulation of PLK1 Activity at G2/M Transition_Reactome	0	0	0	0	0	7.71895061835141	0	0	4.9224809674999	2	TRUE	12.6414315858513
RUNX2 regulates bone development_Reactome	0	0	0	0	0	7.22194418461847	0	0	5.39345581915461	2	TRUE	12.6154000037731
IFN-gamma pathway_PID	0	0	0	0	0	5.20784575219868	0	0	7.38760623053906	2	TRUE	12.5954519827377
Signaling by MET_Reactome	4.56052564941955	0	0	0	0	0	0	0	7.99555434244154	2	TRUE	12.5560799918611
Cell-extracellular matrix interactions_Reactome	0	0	0	0	0	5.95800584179961	0	0	6.58951485502402	2	TRUE	12.5475206968236
Transcriptional regulation by RUNX2_Reactome	0	0	0	0	0	7.850298606344	0	0	4.67378521048109	2	TRUE	12.5240838168251
miR-targeted genes in muscle cell - TarBase_Wikipathways	0	0	0	0	0	5.36980709490954	0	0	7.14065794230199	2	TRUE	12.5104650372115
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer_Reactome	0	0	0	0	0	4.55310523228525	0	0	7.94821259805803	2	TRUE	12.5013178303433
Gap junction degradation_Reactome	0	0	0	0	0	7.17215787605129	0	0	5.32741279221886	2	TRUE	12.4995706682702
Pathways in clear cell renal cell carcinoma_Wikipathways	0	0	0	0	0	4.68316534194875	0	0	7.73891854969535	2	TRUE	12.4220838916441
Signaling mediated by p38-alpha and p38-beta_PID	0	0	0	0	0	7.04289078993601	0	0	5.37714736731786	2	TRUE	12.4200381572539
multi-step regulation of transcription by pitx2_BioCarta	0	0	0	0	0	6.51156414116534	0	0	5.89696675527425	2	TRUE	12.4085308964396
Ca-dependent events_Reactome	0	0	0	0	0	6.51156414116534	0	0	5.89696675527425	2	TRUE	12.4085308964396
Platelet calcium homeostasis_Reactome	0	0	0	0	0	6.51156414116534	0	0	5.89696675527425	2	TRUE	12.4085308964396
EDA Signalling in Hair Follicle Development_Wikipathways	0	0	0	0	0	4.51621833963951	7.89095611779579	0	0	2	TRUE	12.4071744574353
Physiological and Pathological Hypertrophy of the Heart_Wikipathways	0	0	0	0	0	5.78993770577373	0	0	6.54549196848072	2	TRUE	12.3354296742544
Plexin-D1 Signaling_PID	0	0	0	0	0	5.78993770577373	0	0	6.54549196848072	2	TRUE	12.3354296742544
il-2 receptor beta chain in t cell activation_BioCarta	0	0	0	0	0	6.19163399204012	0	0	6.13642263064705	2	TRUE	12.3280566226872
Canonical NF-kappaB pathway_PID	5.16190431725731	0	0	0	0	0	0	0	7.15804030744089	2	TRUE	12.3199446246982
Constitutive Signaling by NOTCH1 HD Domain Mutants_Reactome	0	0	0	0	0	4.89895746342469	0	0	7.40365531356746	2	TRUE	12.3026127769921
Signaling by NOTCH1 HD Domain Mutants in Cancer_Reactome	0	0	0	0	0	4.89895746342469	0	0	7.40365531356746	2	TRUE	12.3026127769921
Oncostatin_M_NetPath	0	0	0	0	0	6.89618586587641	0	0	5.37330103737722	2	TRUE	12.2694869032536
GPCRs, Class C Metabotropic glutamate, pheromone_Wikipathways	0	0	0	0	0	6.74407164988336	0	0	5.44221386523045	2	TRUE	12.1862855151138
Aurora A signaling_PID	0	0	0	0	0	6.33760608033164	0	0	5.83464062526243	2	TRUE	12.1722467055941
Inwardly rectifying K+ channels_Reactome	0	0	0	0	0	6.33760608033164	0	0	5.83464062526243	2	TRUE	12.1722467055941
RAB geranylgeranylation_Reactome	0	0	0	0	0	4.54193659300944	0	0	7.61811275473752	2	TRUE	12.160049347747
Recognition of DNA damage by PCNA-containing replication complex_Reactome	5.13499739045341	0	0	0	0	0	0	6.99681960095458	0	2	TRUE	12.131816991408
IL8- and CXCR2-mediated signaling events_PID	0	0	0	0	0	4.97519478432498	0	0	7.13343453639109	2	TRUE	12.1086293207161
Nef Mediated CD4 Down-regulation_Reactome	0	0	0	0	0	5.81681134728891	0	0	6.29035434937462	2	TRUE	12.1071656966635
Formation of annular gap junctions_Reactome	0	0	0	0	0	5.81681134728891	0	0	6.29035434937462	2	TRUE	12.1071656966635
Platelet activation_KEGG	0	0	0	0	0	7.63606801734083	0	0	4.40119391838822	2	TRUE	12.037261935729
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components_Reactome	0	0	0	0	0	4.52220739198767	0	0	7.51359080721398	2	TRUE	12.0357981992016
VEGFR2 mediated vascular permeability_Reactome	0	0	0	0	0	5.62277321124192	0	0	6.40923393125409	2	TRUE	12.032007142496
Signaling by NTRK2 (TRKB)_Reactome	0	0	0	4.56469468337755	0	0	0	0	7.42093257881258	2	TRUE	11.9856272621901
Signaling pathways regulating pluripotency of stem cells_KEGG	0	0	0	0	0	4.80308557923347	0	0	7.17652295085643	2	TRUE	11.9796085300899
Leptin signaling pathway_Wikipathways	0	0	0	0	0	7.50346680183972	0	0	4.44147568439023	2	TRUE	11.94494248623
The citric acid (TCA) cycle and respiratory electron transport_Reactome	6.22781043279482	0	0	0	0	0	0	0	5.7013624071225	2	TRUE	11.9291728399173
MAPK and NFkB Signalling Pathways Inhibited by Yersinia YopJ_Wikipathways	0	0	0	0	0	7.01297592164351	0	0	4.90637405502622	2	TRUE	11.9193499766697
RUNX3 regulates WNT signaling_Reactome	0	0	0	0	0	7.01297592164351	0	0	4.90637405502622	2	TRUE	11.9193499766697
Deactivation of the beta-catenin transactivating complex_Reactome	0	0	0	0	0	5.49439421791735	0	0	6.31133758560281	2	TRUE	11.8057318035202
Fc gamma R-mediated phagocytosis_KEGG	0	0	0	0	0	6.80387305664139	0	0	4.98499138934839	2	TRUE	11.7888644459898
TGF-beta super family signaling pathway canonical_INOH	5.05692852008634	0	0	0	0	0	0	0	6.73110145969949	2	TRUE	11.7880299797858
ERK Pathway in Huntington,s Disease_Wikipathways	0	0	0	0	0	5.60003847083593	0	0	6.17052139235397	2	TRUE	11.7705598631899
Gap junction trafficking and regulation_Reactome	0	0	0	0	0	5.60003847083593	0	0	6.17052139235397	2	TRUE	11.7705598631899
IL-1 signaling pathway_Wikipathways	0	0	0	0	0	6.78443644174822	0	0	4.85881486321599	2	TRUE	11.6432513049642
Validated transcriptional targets of TAp63 isoforms_PID	0	0	0	0	0	6.78443644174822	0	0	4.85881486321599	2	TRUE	11.6432513049642
Notch Signaling Pathway_Wikipathways	0	0	0	0	0	6.68562350159832	0	0	4.95700817472038	2	TRUE	11.6426316763187
guanosine ribonucleotides de novo biosynthesis_HumanCyc	0	0	0	0	0	4.51621833963951	0	0	7.01964885010508	2	TRUE	11.5358671897446
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor_Reactome	0	0	0	0	0	4.51621833963951	0	0	7.01964885010508	2	TRUE	11.5358671897446
MET activates RAP1 and RAC1_Reactome	5.22257857034004	0	0	0	0	0	0	0	6.29035434937462	2	TRUE	11.5129329197147
deregulation of cdk5 in alzheimers disease_BioCarta	0	0	0	0	0	6.99134793677676	0	0	4.49300707251907	2	TRUE	11.4843550092958
Inhibition of replication initiation of damaged DNA by RB1/E2F1_Reactome	0	0	0	0	0	6.42151960088151	0	0	4.99858110073698	2	TRUE	11.4201007016185
Toxicity of botulinum toxin type C (BoNT/C)_Reactome	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
Ephrin A  reverse signaling_PID	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
Toxicity of botulinum toxin type G (BoNT/G)_Reactome	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
CaMK IV-mediated phosphorylation of CREB_Reactome	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
Toxicity of botulinum toxin type B (BoNT/B)_Reactome	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
Toxicity of botulinum toxin type E (BoNT/E)_Reactome	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
glutamine degradation/glutamate biosynthesis_HumanCyc	0	0	0	0	0	5.5155040228798	0	0	5.79348229281959	2	TRUE	11.3089863156994
Notch signaling pathway_KEGG	0	0	0	0	0	6.19163399204012	0	0	5.08169581934732	2	TRUE	11.2733298113874
cell cycle: g1/s check point_BioCarta	0	0	0	0	0	5.26090632249129	0	0	5.98824165383554	2	TRUE	11.2491479763268
Initiation of transcription and translation elongation at the HIV-1 LTR_Wikipathways	0	0	0	0	0	5.847702947572	0	0	5.39345581915461	2	TRUE	11.2411587667266
GnRH signaling pathway_KEGG	0	0	0	0	0	6.80002731568253	0	0	4.3474207377359	2	TRUE	11.1474480534184
Sphingosine 1-phosphate (S1P) pathway_PID	0	0	0	0	0	6.011686012001	0	0	5.13470727133232	2	TRUE	11.1463932833333
RHO GTPases activate PAKs_Reactome	0	0	0	0	0	6.011686012001	0	0	5.13470727133232	2	TRUE	11.1463932833333
malate-aspartate shuttle_HumanCyc	0	0	0	0	0	5.39769688160461	0	0	5.74275482747645	2	TRUE	11.1404517090811
Shigellosis_KEGG	0	0	0	0	0	4.54193659300944	0	0	6.57689980366323	2	TRUE	11.1188363966727
Interleukin-17 signaling_Reactome	0	0	0	0	0	6.31019527597654	0	0	4.74298949413092	2	TRUE	11.0531847701075
MAP kinase activation_Reactome	0	0	0	0	0	6.31019527597654	0	0	4.74298949413092	2	TRUE	11.0531847701075
guanosine deoxyribonucleotides de novo biosynthesis_HumanCyc	0	0	0	5.28971363327586	0	0	0	0	5.74955492236383	2	TRUE	11.0392685556397
adenosine deoxyribonucleotides de novo biosynthesis_HumanCyc	0	0	0	5.28971363327586	0	0	0	0	5.74955492236383	2	TRUE	11.0392685556397
Apoptotic cleavage of cellular proteins_Reactome	0	0	0	0	0	5.65715831015337	0	0	5.37330103737722	2	TRUE	11.0304593475306
NO-cGMP-PKG mediated Neuroprotection_Wikipathways	0	0	0	0	0	6.5900806441456	0	0	4.4229307426402	2	TRUE	11.0130113867858
superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle_HumanCyc	0	0	0	0	0	6.5900806441456	0	0	4.4229307426402	2	TRUE	11.0130113867858
G alpha (z) signalling events_Reactome	0	0	0	0	0	6.5900806441456	0	0	4.4229307426402	2	TRUE	11.0130113867858
pyrimidine deoxyribonucleotide phosphorylation_HumanCyc	0	0	0	0	0	5.24052831536888	0	0	5.74955492236383	2	TRUE	10.9900832377327
Regulation of p38-alpha and p38-beta_PID	5.13499739045341	0	0	0	0	0	0	0	5.83464062526243	2	TRUE	10.9696380157158
Ephrin B reverse signaling_PID	0	0	0	0	0	4.41935183981864	0	0	6.54549196848072	2	TRUE	10.9648438082994
CD209 (DC-SIGN) signaling_Reactome	0	0	0	4.63720349164599	0	0	0	0	6.30968546439074	2	TRUE	10.9468889560367
VEGFR2 mediated cell proliferation_Reactome	0	0	0	4.63720349164599	0	0	0	0	6.30968546439074	2	TRUE	10.9468889560367
Signaling by ERBB2_Reactome	0	0	0	0	0	5.45912615219797	0	0	5.43856116017075	2	TRUE	10.8976873123687
ATF6 (ATF6-alpha) activates chaperones_Reactome	4.96981134840933	0	0	0	0	0	0	5.86736725229354	0	2	TRUE	10.8371786007029
Hedgehog signaling pathway_KEGG	0	0	0	0	0	5.86357431659642	4.96408676731417	0	0	2	TRUE	10.8276610839106
Gluconeogenesis_Reactome	0	0	0	0	0	6.19896410517328	0	0	4.60562066280103	2	TRUE	10.8045847679743
Urea cycle and metabolism of arginine, proline, glutamate, aspartate and asparagine_EHMN	0	5.18943276849156	0	0	0	0	5.60704306954097	0	0	2	TRUE	10.7964758380325
Sema4D induced cell migration and growth-cone collapse_Reactome	0	0	0	0	0	5.05315002053723	0	0	5.68946854092019	2	TRUE	10.7426185614574
Wnt Signaling in Kidney Disease_Wikipathways	0	0	0	0	0	6.08735062687541	0	0	4.62744432152982	2	TRUE	10.7147949484052
JAK STAT pathway and regulation_INOH	0	0	0	0	0	5.58537973624982	0	0	5.02162798803303	2	TRUE	10.6070077242829
Retrograde transport at the Trans-Golgi-Network_Reactome	0	0	0	0	0	5.81507243831397	0	0	4.76848313560087	2	TRUE	10.5835555739148
Nitric oxide stimulates guanylate cyclase_Reactome	0	0	4.5901922080945	0	0	0	0	0	5.98824165383554	2	TRUE	10.57843386193
MicroRNAs in cardiomyocyte hypertrophy_Wikipathways	0	0	0	0	0	6.01557078816795	0	0	4.5498381622986	2	TRUE	10.5654089504666
Vitamin D in inflammatory diseases_Wikipathways	0	0	0	4.4301733700287	0	0	0	0	6.11975494336947	2	TRUE	10.5499283133982
Prion disease pathway_Wikipathways	0	0	0	0	0	5.39462708514432	0	0	4.98468967213207	2	TRUE	10.3793167572764
EPHA-mediated growth cone collapse_Reactome	0	0	0	0	0	4.89895746342469	0	0	5.44221386523045	2	TRUE	10.3411713286551
gamma-aminobutyric acid receptor life cycle pathway_BioCarta	0	0	0	0	0	4.89895746342469	0	0	5.44221386523045	2	TRUE	10.3411713286551
superpathway of pyrimidine ribonucleotides de novo biosynthesis_HumanCyc	0	0	0	0	0	4.89895746342469	0	0	5.44221386523045	2	TRUE	10.3411713286551
RAC1 signaling pathway_PID	0	0	0	0	0	5.1083007188096	0	0	5.15564789877584	2	TRUE	10.2639486175854
Activation of GABAB receptors_Reactome	0	0	0	0	0	5.25550296521245	0	0	5.00267633840644	2	TRUE	10.2581793036189
GABA B receptor activation_Reactome	0	0	0	0	0	5.25550296521245	0	0	5.00267633840644	2	TRUE	10.2581793036189
Thrombin signalling through proteinase activated receptors (PARs)_Reactome	0	0	0	0	0	4.63289031371288	0	0	5.39345581915461	2	TRUE	10.0263461328675
Metabolism_Reactome	0	4.55970036382713	0	5.77868464425386	6.67135581859191	0	0	0	0	3	FALSE	17.0097408266729
Metabolism of lipids_Reactome	5.52956670125499	5.54964095234457	0	0	5.88339688940284	0	0	0	0	3	FALSE	16.9626045430024
Glycerophospholipid biosynthesis_Reactome	4.35525503334565	0	5.57271501719616	0	5.88471633907722	0	0	0	0	3	FALSE	15.812686389619
Mitotic Metaphase and Anaphase_Reactome	4.5555857929915	0	5.41528942583416	0	0	0	0	0	0	2	FALSE	9.97087521882566
SHC1 events in ERBB2 signaling_Reactome	0	0	0	4.4301733700287	0	5.42375962618765	0	0	0	2	FALSE	9.85393299621635
Heme biosynthesis_Reactome	4.41469572891423	0	0	5.41374918380169	0	0	0	0	0	2	FALSE	9.82844491271592
Phosphate bond hydrolysis by NTPDase proteins_Reactome	0	0	0	0	0	0	0	4.87955805546975	4.90637405502622	2	FALSE	9.78593211049597
Circadian Clock_Wikipathways	4.79125672609945	0	0	0	4.64165366867421	0	0	0	0	2	FALSE	9.43291039477366
SHC-mediated cascade:FGFR3_Reactome	0	4.52482714030021	0	4.71371378529775	0	0	0	0	0	2	FALSE	9.23854092559795
Glutathione metabolism_Wikipathways	0	4.3762472663133	0	4.56469468337755	0	0	0	0	0	2	FALSE	8.94094194969085
FRS-mediated FGFR3 signaling_Reactome	0	4.3762472663133	0	4.56469468337755	0	0	0	0	0	2	FALSE	8.94094194969085
SHC-mediated cascade:FGFR4_Reactome	0	4.3762472663133	0	4.56469468337755	0	0	0	0	0	2	FALSE	8.94094194969085
Apoptosis_KEGG	0	0	0	4.86063600237989	0	15.7935998940537	0	0	0	2	FALSE	20.6542358964336
Regulation of CDC42 activity_PID	0	0	0	0	0	0	0	7.0890646912727	13.3305504219715	2	FALSE	20.4196151132442
Cilium Assembly_Reactome	12.1813010827524	0	0	0	0	6.49124318873684	0	0	0	2	FALSE	18.6725442714892
Organelle biogenesis and maintenance_Reactome	12.4690392025475	0	0	0	0	5.17825280282286	0	0	0	2	FALSE	17.6472920053704
Cell cycle_KEGG	8.44380644719965	0	0	0	0	8.17480814372236	0	0	0	2	FALSE	16.618614590922
TNF_INOH	7.75383886659765	0	0	0	0	8.7297513404004	0	0	0	2	FALSE	16.483590206998
XBP1(S) activates chaperone genes_Wikipathways	5.29422924543082	0	0	0	0	10.5529000865734	0	0	0	2	FALSE	15.8471293320042
TNF signaling_Reactome	7.34334520972746	0	0	0	0	7.39261335701956	0	0	0	2	FALSE	14.735958566747
FGFRL1 modulation of FGFR1 signaling_Reactome	0	4.98574387723948	0	0	9.65877133708448	0	0	0	0	2	FALSE	14.644515214324
Processing of Capped Intron-Containing Pre-mRNA_Reactome	8.38189712251296	5.5868026898797	0	0	0	0	0	0	0	2	FALSE	13.9686998123927
Primary Focal Segmental Glomerulosclerosis FSGS_Wikipathways	0	0	0	0	0	0	4.55270031832243	0	9.07954843087901	2	FALSE	13.6322487492014
Transcription-Coupled Nucleotide Excision Repair (TC-NER)_Reactome	6.87772647130986	0	0	6.25848159558092	0	0	0	0	0	2	FALSE	13.1362080668908
Toll Like Receptor 3 (TLR3) Cascade_Reactome	4.86640246489331	0	0	0	0	8.26458993488427	0	0	0	2	FALSE	13.1309923997776
Nucleotide excision repair_KEGG	5.29422924543082	0	0	7.77707370912923	0	0	0	0	0	2	FALSE	13.07130295456
Dual Incision in GG-NER_Reactome	4.835850498561	0	0	8.16424130854714	0	0	0	0	0	2	FALSE	13.0000918071081
Regulation of cytoplasmic and nuclear SMAD2/3 signaling_PID	0	4.3762472663133	0	0	0	8.54123455223191	0	0	0	2	FALSE	12.9174818185452
Clearance of Nuclear Envelope Membranes from Chromatin_Reactome	6.3179867893294	0	6.40576574357956	0	0	0	0	0	0	2	FALSE	12.723752532909
PI3K-Akt Signaling Pathway_Wikipathways	0	4.32193522236703	0	0	0	8.31291476747508	0	0	0	2	FALSE	12.6348499898421
Signaling events mediated by HDAC Class II_PID	0	7.99925076734125	0	0	0	4.55310523228525	0	0	0	2	FALSE	12.5523559996265
Regulation of RAS by GAPs_Reactome	0	0	0	4.36753346962174	7.99882499302444	0	0	0	0	2	FALSE	12.3663584626462
Fluoropyrimidine Pathway, Pharmacodynamics_PharmGKB	7.64218774384731	0	0	0	4.64165366867421	0	0	0	0	2	FALSE	12.2838414125215
dolichol and dolichyl phosphate biosynthesis_HumanCyc	5.89456836381717	0	0	0	6.35845292320462	0	0	0	0	2	FALSE	12.2530212870218
Signaling events mediated by HDAC Class I_PID	5.26640065353251	6.90767922886536	0	0	0	0	0	0	0	2	FALSE	12.1740798823979
Initiation of Nuclear Envelope Reformation_Reactome	6.14284097149796	0	5.51966605941756	0	0	0	0	0	0	2	FALSE	11.6625070309155
Nuclear Envelope Reassembly_Reactome	6.14284097149796	0	5.51966605941756	0	0	0	0	0	0	2	FALSE	11.6625070309155
Mannose type O-glycan biosynthesis_KEGG	7.24588165284912	0	0	4.36753346962174	0	0	0	0	0	2	FALSE	11.6134151224709
Infectious disease_Reactome	6.58721239668402	0	0	0	0	5.01142325651306	0	0	0	2	FALSE	11.5986356531971
Asparagine N-linked glycosylation_Reactome	6.34011083918275	0	0	0	0	5.15739646367822	0	0	0	2	FALSE	11.497507302861
Signaling events mediated by Stem cell factor receptor (c-Kit)_PID	0	0	0	0	5.71753105084025	5.77598960648184	0	0	0	2	FALSE	11.4935206573221
Dual incision in TC-NER_Reactome	4.74538421529153	0	0	6.70134794718001	0	0	0	0	0	2	FALSE	11.4467321624715
Global Genome Nucleotide Excision Repair (GG-NER)_Reactome	5.23846401858037	0	0	6.15862893871141	0	0	0	0	0	2	FALSE	11.3970929572918
Serotonin Receptor 2 and ELK-SRF-GATA4 signaling_Wikipathways	0	0	0	4.56469468337755	0	6.66829253666129	0	0	0	2	FALSE	11.2329872200388
coenzyme A biosynthesis_HumanCyc	0	0	0	6.05984011212764	5.14759484768527	0	0	0	0	2	FALSE	11.2074349598129
G beta:gamma signalling through PLC beta_Reactome	0	4.3762472663133	0	0	0	6.66829253666129	0	0	0	2	FALSE	11.0445398029746
Validated targets of C-MYC transcriptional activation_PID	0	5.69542663890601	0	0	0	5.17982591478606	0	0	0	2	FALSE	10.8752525536921
TNF signaling pathway_KEGG	4.56741133189601	0	0	0	0	6.30519368421186	0	0	0	2	FALSE	10.8726050161079
Coenzyme A biosynthesis_Reactome	0	0	0	5.8686921423337	4.95782888888932	0	0	0	0	2	FALSE	10.826521031223
oleate biosynthesis_HumanCyc	0	0	0	5.8686921423337	4.95782888888932	0	0	0	0	2	FALSE	10.826521031223
Copper homeostasis_Wikipathways	0	0	0	0	5.56533008038318	4.80048658553145	0	0	0	2	FALSE	10.3658166659146
Hereditary Coproporphyria (HCP)_SMPDB	5.38737049714441	0	0	4.97226886610972	0	0	0	0	0	2	FALSE	10.3596393632541
Porphyria Variegata (PV)_SMPDB	5.38737049714441	0	0	4.97226886610972	0	0	0	0	0	2	FALSE	10.3596393632541
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease_SMPDB	5.38737049714441	0	0	4.97226886610972	0	0	0	0	0	2	FALSE	10.3596393632541
